Enter the serial port of the morteren (default /dev/ttyACM0 ):Enter the serial port of the vinke (default /dev/ttyACM1 ):p	1.900000	i	1.111000	d	0.200000	min	-255.000000	max	255.000000
vinkel	85.139999	error	-27.139999	ønsked vinkel	58	shardpwm	-17	tid delat	0.000995
vinkel	85.139999	error	-27.139999	ønsked vinkel	58	shardpwm	-17	tid delat	0.001006
vinkel	85.139999	error	-27.139999	ønsked vinkel	58	shardpwm	-17	tid delat	0.006006
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-13	tid delat	0.000995
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-17	tid delat	0.000994
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-18	tid delat	0.005999
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-18	tid delat	0.001007
vinkel	85.129997	error	-27.129997	ønsked vinkel	58	shardpwm	-20	tid delat	0.000994
vinkel	85.129997	error	-27.129997	ønsked vinkel	58	shardpwm	-18	tid delat	0.005004
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-16	tid delat	0.001029
vinkel	85.110001	error	-27.110001	ønsked vinkel	58	shardpwm	-16	tid delat	0.000978
vinkel	85.110001	error	-27.110001	ønsked vinkel	58	shardpwm	-18	tid delat	0.005989
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-20	tid delat	0.000996
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-18	tid delat	0.001004
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-18	tid delat	0.005999
vinkel	85.120003	error	-27.120003	ønsked vinkel	58	shardpwm	-18	tid delat	0.000995
vinkel	85.120003	error	-30.120003	ønsked vinkel	55	shardpwm	-255	tid delat	0.001010
vinkel	85.120003	error	-30.120003	ønsked vinkel	55	shardpwm	-24	tid delat	0.004988
vinkel	85.120003	error	-30.120003	ønsked vinkel	55	shardpwm	-24	tid delat	0.001008
vinkel	85.120003	error	-30.120003	ønsked vinkel	55	shardpwm	-24	tid delat	0.000993
vinkel	85.129997	error	-30.129997	ønsked vinkel	55	shardpwm	-25	tid delat	0.005999
vinkel	85.129997	error	-30.129997	ønsked vinkel	55	shardpwm	-25	tid delat	0.001007
vinkel	85.139999	error	-30.139999	ønsked vinkel	55	shardpwm	-27	tid delat	0.000996
vinkel	85.139999	error	-30.139999	ønsked vinkel	55	shardpwm	-25	tid delat	0.005997
vinkel	85.139999	error	-30.139999	ønsked vinkel	55	shardpwm	-25	tid delat	0.001007
vinkel	85.139999	error	-30.139999	ønsked vinkel	55	shardpwm	-25	tid delat	0.000997
vinkel	85.139999	error	-30.139999	ønsked vinkel	55	shardpwm	-25	tid delat	0.006004
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-29	tid delat	0.001003
vinkel	85.150002	error	-30.150002	ønsked vinkel	55	shardpwm	-25	tid delat	0.006000
vinkel	85.150002	error	-30.150002	ønsked vinkel	55	shardpwm	-25	tid delat	0.001004
vinkel	85.150002	error	-30.150002	ønsked vinkel	55	shardpwm	-25	tid delat	0.000998
vinkel	85.150002	error	-30.150002	ønsked vinkel	55	shardpwm	-26	tid delat	0.006016
vinkel	85.150002	error	-30.150002	ønsked vinkel	55	shardpwm	-26	tid delat	0.000994
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-28	tid delat	0.000991
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.005995
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.000998
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.001003
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.006016
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.000984
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.001000
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.006015
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-26	tid delat	0.000980
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-27	tid delat	0.005999
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-27	tid delat	0.001006
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-27	tid delat	0.001006
vinkel	85.169998	error	-30.169998	ønsked vinkel	55	shardpwm	-27	tid delat	0.006037
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-25	tid delat	0.000971
vinkel	85.160004	error	-30.160004	ønsked vinkel	55	shardpwm	-27	tid delat	0.000984
vinkel	85.169998	error	-30.169998	ønsked vinkel	55	shardpwm	-28	tid delat	0.005995
vinkel	85.180000	error	-30.180000	ønsked vinkel	55	shardpwm	-29	tid delat	0.001014
vinkel	85.180000	error	-30.180000	ønsked vinkel	55	shardpwm	-27	tid delat	0.000988
vinkel	85.180000	error	-30.180000	ønsked vinkel	55	shardpwm	-27	tid delat	0.006003
vinkel	85.180000	error	-34.180000	ønsked vinkel	51	shardpwm	-255	tid delat	0.000995
vinkel	85.180000	error	-34.180000	ønsked vinkel	51	shardpwm	-35	tid delat	0.001004
vinkel	85.180000	error	-34.180000	ønsked vinkel	51	shardpwm	-35	tid delat	0.006001
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-37	tid delat	0.000996
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.006033
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.001019
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.000986
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.005994
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.000988
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.001018
vinkel	85.190002	error	-34.190002	ønsked vinkel	51	shardpwm	-36	tid delat	0.005996
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-40	tid delat	0.000978
vinkel	85.199997	error	-34.199997	ønsked vinkel	51	shardpwm	-34	tid delat	0.001032
vinkel	85.199997	error	-34.199997	ønsked vinkel	51	shardpwm	-37	tid delat	0.005971
vinkel	85.199997	error	-34.199997	ønsked vinkel	51	shardpwm	-37	tid delat	0.000997
vinkel	85.199997	error	-34.199997	ønsked vinkel	51	shardpwm	-37	tid delat	0.000992
vinkel	85.199997	error	-34.199997	ønsked vinkel	51	shardpwm	-37	tid delat	0.006048
vinkel	85.199997	error	-34.199997	ønsked vinkel	51	shardpwm	-37	tid delat	0.000993
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-39	tid delat	0.000997
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-37	tid delat	0.005989
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-37	tid delat	0.001040
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-37	tid delat	0.000960
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-38	tid delat	0.006005
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-38	tid delat	0.000985
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-38	tid delat	0.001018
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-38	tid delat	0.005961
vinkel	85.220001	error	-34.220001	ønsked vinkel	51	shardpwm	-40	tid delat	0.001040
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-36	tid delat	0.000994
vinkel	85.209999	error	-34.209999	ønsked vinkel	51	shardpwm	-38	tid delat	0.006000
vinkel	85.220001	error	-34.220001	ønsked vinkel	51	shardpwm	-40	tid delat	0.001009
vinkel	85.220001	error	-34.220001	ønsked vinkel	51	shardpwm	-38	tid delat	0.000997
vinkel	85.220001	error	-34.220001	ønsked vinkel	51	shardpwm	-38	tid delat	0.004999
vinkel	85.230003	error	-34.230003	ønsked vinkel	51	shardpwm	-41	tid delat	0.000984
vinkel	85.230003	error	-34.230003	ønsked vinkel	51	shardpwm	-39	tid delat	0.000997
vinkel	85.230003	error	-34.230003	ønsked vinkel	51	shardpwm	-39	tid delat	0.005987
vinkel	85.220001	error	-34.220001	ønsked vinkel	51	shardpwm	-37	tid delat	0.001019
vinkel	85.220001	error	-34.220001	ønsked vinkel	51	shardpwm	-39	tid delat	0.000997
vinkel	85.220001	error	-37.220001	ønsked vinkel	48	shardpwm	-145	tid delat	0.005988
vinkel	85.220001	error	-37.220001	ønsked vinkel	48	shardpwm	-45	tid delat	0.000996
vinkel	85.220001	error	-37.220001	ønsked vinkel	48	shardpwm	-45	tid delat	0.001007
vinkel	85.220001	error	-37.220001	ønsked vinkel	48	shardpwm	-45	tid delat	0.006000
vinkel	85.239998	error	-37.239998	ønsked vinkel	48	shardpwm	-49	tid delat	0.001020
vinkel	85.239998	error	-37.239998	ønsked vinkel	48	shardpwm	-45	tid delat	0.000984
vinkel	85.239998	error	-37.239998	ønsked vinkel	48	shardpwm	-45	tid delat	0.005996
vinkel	85.239998	error	-37.239998	ønsked vinkel	48	shardpwm	-45	tid delat	0.000991
vinkel	85.239998	error	-37.239998	ønsked vinkel	48	shardpwm	-46	tid delat	0.001011
vinkel	85.230003	error	-37.230003	ønsked vinkel	48	shardpwm	-45	tid delat	0.005990
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-50	tid delat	0.001006
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-46	tid delat	0.000997
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-47	tid delat	0.005018
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-44	tid delat	0.000983
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-46	tid delat	0.001002
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-46	tid delat	0.005991
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-46	tid delat	0.000996
vinkel	85.250000	error	-37.250000	ønsked vinkel	48	shardpwm	-47	tid delat	0.001006
vinkel	85.239998	error	-37.239998	ønsked vinkel	48	shardpwm	-46	tid delat	0.006001
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-51	tid delat	0.000999
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-47	tid delat	0.001001
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-47	tid delat	0.005994
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-47	tid delat	0.001015
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-47	tid delat	0.000985
vinkel	85.269997	error	-37.269997	ønsked vinkel	48	shardpwm	-48	tid delat	0.006000
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-45	tid delat	0.001006
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.000994
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.005004
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.000997
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.001005
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.006002
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.000993
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.001003
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.006013
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-48	tid delat	0.000993
vinkel	85.269997	error	-37.269997	ønsked vinkel	48	shardpwm	-50	tid delat	0.001002
vinkel	85.269997	error	-37.269997	ønsked vinkel	48	shardpwm	-49	tid delat	0.006009
vinkel	85.269997	error	-37.269997	ønsked vinkel	48	shardpwm	-49	tid delat	0.000986
vinkel	85.260002	error	-37.260002	ønsked vinkel	48	shardpwm	-47	tid delat	0.001006
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-155	tid delat	0.006001
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-55	tid delat	0.000994
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-55	tid delat	0.001003
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-55	tid delat	0.006055
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-57	tid delat	0.000999
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-55	tid delat	0.000965
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-56	tid delat	0.006008
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-53	tid delat	0.000974
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-56	tid delat	0.001027
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-56	tid delat	0.004971
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-56	tid delat	0.001049
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-58	tid delat	0.000972
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-56	tid delat	0.005980
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-56	tid delat	0.001006
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-56	tid delat	0.000994
vinkel	85.269997	error	-40.269997	ønsked vinkel	45	shardpwm	-57	tid delat	0.006031
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-55	tid delat	0.000969
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-57	tid delat	0.001018
vinkel	85.260002	error	-40.260002	ønsked vinkel	45	shardpwm	-57	tid delat	0.006015
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-61	tid delat	0.001001
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-57	tid delat	0.001000
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-57	tid delat	0.005963
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-57	tid delat	0.001006
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-57	tid delat	0.001040
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-58	tid delat	0.005952
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-58	tid delat	0.001040
vinkel	85.290001	error	-40.290001	ønsked vinkel	45	shardpwm	-58	tid delat	0.006996
vinkel	85.290001	error	-40.290001	ønsked vinkel	45	shardpwm	-58	tid delat	0.001001
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-56	tid delat	0.001001
vinkel	85.290001	error	-40.290001	ønsked vinkel	45	shardpwm	-59	tid delat	0.006013
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-56	tid delat	0.000984
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-59	tid delat	0.005997
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-59	tid delat	0.001006
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-59	tid delat	0.000964
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-59	tid delat	0.006007
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-59	tid delat	0.001004
vinkel	85.279999	error	-40.279999	ønsked vinkel	45	shardpwm	-59	tid delat	0.000994
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-165	tid delat	0.005998
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-63	tid delat	0.001002
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-65	tid delat	0.001007
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-66	tid delat	0.005997
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-63	tid delat	0.000994
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-66	tid delat	0.001020
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-66	tid delat	0.005986
vinkel	85.260002	error	-43.260002	ønsked vinkel	42	shardpwm	-64	tid delat	0.000994
vinkel	85.260002	error	-43.260002	ønsked vinkel	42	shardpwm	-66	tid delat	0.001007
vinkel	85.260002	error	-43.260002	ønsked vinkel	42	shardpwm	-66	tid delat	0.006024
vinkel	85.260002	error	-43.260002	ønsked vinkel	42	shardpwm	-66	tid delat	0.000992
vinkel	85.260002	error	-43.260002	ønsked vinkel	42	shardpwm	-66	tid delat	0.000998
vinkel	85.260002	error	-43.260002	ønsked vinkel	42	shardpwm	-67	tid delat	0.005976
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-69	tid delat	0.001016
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-67	tid delat	0.000986
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-67	tid delat	0.005007
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-67	tid delat	0.001027
vinkel	85.269997	error	-43.269997	ønsked vinkel	42	shardpwm	-67	tid delat	0.000989
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-68	tid delat	0.005992
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-67	tid delat	0.001008
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-67	tid delat	0.001014
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-68	tid delat	0.000970
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-68	tid delat	0.006009
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-68	tid delat	0.000993
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-68	tid delat	0.001000
vinkel	85.279999	error	-43.279999	ønsked vinkel	42	shardpwm	-68	tid delat	0.005998
vinkel	85.290001	error	-43.290001	ønsked vinkel	42	shardpwm	-70	tid delat	0.000996
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-70	tid delat	0.001009
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.006021
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.000970
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.001062
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.005976
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.001009
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.000959
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.006000
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.001010
vinkel	85.300003	error	-43.300003	ønsked vinkel	42	shardpwm	-69	tid delat	0.001007
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-176	tid delat	0.006004
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-74	tid delat	0.001003
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-76	tid delat	0.000995
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-76	tid delat	0.006010
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-78	tid delat	0.000987
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-76	tid delat	0.001020
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-76	tid delat	0.005994
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-76	tid delat	0.001003
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-76	tid delat	0.000998
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-77	tid delat	0.005973
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-75	tid delat	0.000994
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-77	tid delat	0.001009
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-77	tid delat	0.005987
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-77	tid delat	0.001007
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-77	tid delat	0.000997
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-78	tid delat	0.006047
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-78	tid delat	0.000948
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-78	tid delat	0.001022
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-78	tid delat	0.005987
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-80	tid delat	0.000990
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-78	tid delat	0.001009
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-78	tid delat	0.006017
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-78	tid delat	0.000985
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-78	tid delat	0.001029
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-79	tid delat	0.006111
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-79	tid delat	0.000892
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-79	tid delat	0.005993
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-79	tid delat	0.001012
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-77	tid delat	0.001002
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-80	tid delat	0.006998
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-80	tid delat	0.000984
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-80	tid delat	0.001010
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-80	tid delat	0.005010
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-82	tid delat	0.000997
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-80	tid delat	0.001000
vinkel	85.309998	error	-46.309998	ønsked vinkel	39	shardpwm	-80	tid delat	0.005989
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-78	tid delat	0.000993
vinkel	85.300003	error	-46.300003	ønsked vinkel	39	shardpwm	-80	tid delat	0.000990
vinkel	85.300003	error	-49.300003	ønsked vinkel	36	shardpwm	-186	tid delat	0.006004
vinkel	85.290001	error	-49.290001	ønsked vinkel	36	shardpwm	-85	tid delat	0.000989
vinkel	85.290001	error	-49.290001	ønsked vinkel	36	shardpwm	-87	tid delat	0.001001
vinkel	85.290001	error	-49.290001	ønsked vinkel	36	shardpwm	-87	tid delat	0.006016
vinkel	85.290001	error	-49.290001	ønsked vinkel	36	shardpwm	-87	tid delat	0.000999
vinkel	85.290001	error	-49.290001	ønsked vinkel	36	shardpwm	-87	tid delat	0.000991
vinkel	85.300003	error	-49.300003	ønsked vinkel	36	shardpwm	-88	tid delat	0.006991
vinkel	85.300003	error	-49.300003	ønsked vinkel	36	shardpwm	-87	tid delat	0.000992
vinkel	85.300003	error	-49.300003	ønsked vinkel	36	shardpwm	-88	tid delat	0.001003
vinkel	85.300003	error	-49.300003	ønsked vinkel	36	shardpwm	-88	tid delat	0.005996
vinkel	85.309998	error	-49.309998	ønsked vinkel	36	shardpwm	-90	tid delat	0.001006
vinkel	85.309998	error	-49.309998	ønsked vinkel	36	shardpwm	-88	tid delat	0.001005
vinkel	85.309998	error	-49.309998	ønsked vinkel	36	shardpwm	-88	tid delat	0.006012
vinkel	85.309998	error	-49.309998	ønsked vinkel	36	shardpwm	-88	tid delat	0.000976
vinkel	85.309998	error	-49.309998	ønsked vinkel	36	shardpwm	-88	tid delat	0.001029
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-89	tid delat	0.005978
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-89	tid delat	0.000984
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-89	tid delat	0.006003
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-89	tid delat	0.001017
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-89	tid delat	0.000995
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-90	tid delat	0.006006
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-90	tid delat	0.001005
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-90	tid delat	0.001006
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-90	tid delat	0.005983
vinkel	85.330002	error	-49.330002	ønsked vinkel	36	shardpwm	-92	tid delat	0.001002
vinkel	85.330002	error	-49.330002	ønsked vinkel	36	shardpwm	-90	tid delat	0.000996
vinkel	85.330002	error	-49.330002	ønsked vinkel	36	shardpwm	-90	tid delat	0.005998
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-89	tid delat	0.001030
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-91	tid delat	0.000988
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-91	tid delat	0.005992
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-91	tid delat	0.001003
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-91	tid delat	0.000998
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-91	tid delat	0.005991
vinkel	85.330002	error	-49.330002	ønsked vinkel	36	shardpwm	-93	tid delat	0.001019
vinkel	85.330002	error	-49.330002	ønsked vinkel	36	shardpwm	-91	tid delat	0.000989
vinkel	85.330002	error	-49.330002	ønsked vinkel	36	shardpwm	-92	tid delat	0.004980
vinkel	85.320000	error	-49.320000	ønsked vinkel	36	shardpwm	-90	tid delat	0.001007
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-255	tid delat	0.001014
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-98	tid delat	0.005985
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-98	tid delat	0.001012
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-98	tid delat	0.000986
vinkel	85.330002	error	-52.330002	ønsked vinkel	33	shardpwm	-99	tid delat	0.006003
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-96	tid delat	0.000998
vinkel	85.330002	error	-52.330002	ønsked vinkel	33	shardpwm	-100	tid delat	0.001022
vinkel	85.330002	error	-52.330002	ønsked vinkel	33	shardpwm	-99	tid delat	0.005991
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-97	tid delat	0.000986
vinkel	85.320000	error	-52.320000	ønsked vinkel	33	shardpwm	-99	tid delat	0.000992
vinkel	85.309998	error	-52.309998	ønsked vinkel	33	shardpwm	-99	tid delat	0.006005
vinkel	85.330002	error	-52.330002	ønsked vinkel	33	shardpwm	-103	tid delat	0.001003
